Art_ID,Year,Newspaper,Headline,text_a,text_b,ss_a,ss_b,lbl_a,lbl_b
26781,2021,AD/Algemeen Dagblad,West Side Story moet opnieuw worden verteld: 'Helaas',kind kende Steven Spielberg 75 alle songteksten West Side Story hoofd tijdens repetities filmbewerking jonge cast werk zag bedwingen begon mee zingen dansen zong volkomen vals aangezien drie linkervoeten stond behoorlijk belachelijk stellen echte opnamen begonnen hield schaamte gedeisd anders 10-jarige leeftijd kreeg Spielberg ouders langspeelplaat theaterproductie originele cast cadeau woonde Phoenix Arizona draaide plaat grijs kamer kleine pick-up leerde teksten hoofd avond zong voordat gingen eten staand tafel nummer Gee Officer Krupke racistische politieman waarin tekst voorkwam father bastard ma's S.O.B grandfather always plastered ouders geschokt dachten allemaal verzonnen moest plaat afspelen bewijzen tekst musical kwam hadden gegeven Gelukkig mocht plaat houden Ruim halve eeuw late,kind kende Steven Spielberg 75 alle songteksten West Side Story hoofd tijdens repetities filmbewerking jonge cast werk zag bedwingen begon mee zingen dansen zong volkomen vals aangezien drie linkervoeten stond behoorlijk belachelijk stellen echte opnamen begonnen hield schaamte gedeisd anders 10-jarige leeftijd kreeg Spielberg ouders langspeelplaat theaterproductie originele cast cadeau woonde Phoenix Arizona draaide plaat grijs kamer kleine pick-up leerde teksten hoofd avond zong voordat gingen eten staand tafel nummer Gee Officer Krupke racistische politieman waarin tekst voorkwam father bastard ma's S.O.B grandfather always plastered ouders geschokt dachten allemaal verzonnen moest plaat afspelen bewijzen tekst musical kwam hadden gegeven Gelukkig mocht plaat houden verhaal geïnspireerd,-0.40165903646481704,0.11562079373505771,NEG,NEU
5458,2021,AD/Algemeen Dagblad,"Aanklager: 'Dit was geen politiewerk, maar moord'",één keer klonk smekende schorre stem George Floyd rechtszaal Minneapolis ademen behulp veelbekeken beelden laatste minuten leven probeerden aanklagers slotpleidooi jury ervan overtuigen Floyd gedood agent Derek Chauvin politieman hangt maximaal veertig cel doodslag boven hoofd politiewerk moord besloot aanklager Steve Schleicher betoog video's omstanders camera's borst agenten zien stervende Floyd lucht bedelt terwijl Chauvin knie nek zwarte man blijft drukken 9 minuten 29 seconden lang winkelier dacht Floyd vals geld betaald eind mei vorig bedreiging vormde verdachte schetste aanklager Floyd vanwege claustrofobie tijd nodig politieauto stappen probeerde duidelijk maken Chauvin grond gewerkt lucht kreeg wanhopig gezicht omhoog probeerde drukken longen ruimte geven beschreef aanklager Schle,één keer klonk smekende schorre stem George Floyd rechtszaal Minneapolis ademen behulp veelbekeken beelden laatste minuten leven probeerden aanklagers slotpleidooi jury ervan overtuigen Floyd gedood agent Derek Chauvin politieman hangt maximaal veertig cel doodslag boven hoofd politiewerk moord besloot aanklager Steve Schleicher betoog video's omstanders camera's borst agenten zien stervende Floyd lucht bedelt terwijl Chauvin knie nek zwarte man blijft drukken 9 minuten 29 seconden lang winkelier dacht Floyd vals geld betaald eind mei vorig bedreiging vormde verdachte schetste aanklager Floyd vanwege claustrofobie tijd nodig politieauto stappen probeerde duidelijk maken Chauvin grond gewerkt lucht kreeg wanhopig gezicht omhoog probeerde drukken longen ruimte geven beschreef aanklager Schle,-0.8042516969707998,-0.8042516969707998,NEG,NEG
10340,2021,AD/Algemeen Dagblad,Douane ziet drugsvangsten op Schiphol dit jaar toenemen,Vooral cocaïne vaker onderschept ongeveer 700 kilo 2020 ruim 1800 kilo 2021 Cocaïne blijft daarmee grootste categorie drugs gevonden Schiphol gevolgd marihuana 400 kilo XTC 160 kilo hasj 126 kilo heroïne 95 kilo Drugs werden vaakst gevonden geschenkzendingen post mensen vrienden familie sturen afgelopen meerdere keren cocaïne gevonden zendingen bevroren vis r grote toename drugs tussen bloemen cateringtrolley's ofhet vliegtuigtoilet verstopt meeste drugs komen Midden Zuid-Amerika Afrika,Vooral cocaïne vaker onderschept ongeveer 700 kilo 2020 ruim 1800 kilo 2021 Cocaïne blijft daarmee grootste categorie drugs gevonden Schiphol gevolgd marihuana 400 kilo XTC 160 kilo hasj 126 kilo heroïne 95 kilo Drugs werden vaakst gevonden geschenkzendingen post mensen vrienden familie sturen afgelopen meerdere keren cocaïne gevonden zendingen bevroren vis r grote toename drugs tussen bloemen cateringtrolley's ofhet vliegtuigtoilet verstopt meeste drugs komen Midden Zuid-Amerika Afrika,-0.4635595650662835,-0.4635595650662835,NEG,NEG
27463,2021,AD/Algemeen Dagblad,Zin In,"bitterbal leukers hoek komen cherrytomaat stokje Jason Tjon Affo bekend blog Indigo Kitchen man Moeiteloos vulde nieuwe kookboek partyrecepten lekkerste hapjes zoals rainbow rolls complete feestgerechten Vegan Party Food Jason Tjon Affo Becht 22,99 â lijstje.nl iedereen verlanglijst aanmaken waarna anderen hartenlust cadeaus afstrepen ontvanger ziet afgestreept gebruik site gratis â kerstbomen bos ziet app Christmas List gratis uitkomst kunt bijhouden hebt gekocht hebt ingepakt kunt heel handig totale budget overzien â app Wunderlist gratis kun talloze lijstjes maken cadeaulijstjes houd gedurende makkelijk cadeau-ideeën kun handig terugvinden vorig alweer hebt gegeven megahit Broadway monstersucces bioscoop vaak legendarische verhaal Titanic verteld blijft verbeelding spreken mooie hele la","bitterbal leukers hoek komen cherrytomaat stokje Jason Tjon Affo bekend blog Indigo Kitchen man Moeiteloos vulde nieuwe kookboek partyrecepten lekkerste hapjes zoals rainbow rolls complete feestgerechten Vegan Party Food Jason Tjon Affo Becht 22,99 â lijstje.nl iedereen verlanglijst aanmaken waarna anderen hartenlust cadeaus afstrepen ontvanger ziet afgestreept gebruik site gratis â kerstbomen bos ziet app Christmas List gratis uitkomst kunt bijhouden hebt gekocht hebt ingepakt kunt heel handig totale budget overzien Ga tweedehands cadeaus rust beetje taboe juist leuk jezelf weg geven kringloopwinkel Daarmee laat zien moeite gedaan geldt natuurlijk helemaal gemaakte cadeaus gebreide sjaal blik beste koekjes cadeau hoeft ding Geef jezelf weg oppas kok masseur Daarmee geef heel kostbaars erv",0.808016193257834,0.8294719727376351,POS,POS
17024,2021,AD/Algemeen Dagblad,Lezersbrieven,Moedig voorwaarts AD 2-9 doe partijpolitiek kijk verbazing formatietheater heerst onverdraagzaamheid angst haantjesgedrag Iedereen houdt vast eigen standpunten beweging ligt ander tijd verloren gegaan tijd betreffende partijen volwassen gaan gedragen één uitgezonderd hele leven bestaat geven nemen democratisch land vraagt bestuurders bereid water wijn CDA sociaal maatschappelijke roots behouden kabinetsformatie mogelijk zo'n punt opgeschoven rechts Pieter Omtzigt plaats moest maken Wopke Hoekstra steeds duidelijker maakt VVD onterecht leunt CDA trouwe bondgenoot frustreert formatie steeds verdere verlies kiezers CDA geeft ontwikkeling goed Binnen CDA moeten terugkijken jaren partij floreerde welke koers gevaren sociale sfeer verpest uiterst moeilijk straks mogelijk minderheidskabinet steun,Moedig voorwaarts AD 2-9 doe partijpolitiek kijk verbazing formatietheater heerst onverdraagzaamheid angst haantjesgedrag Iedereen houdt vast eigen standpunten beweging ligt ander tijd verloren gegaan tijd betreffende partijen volwassen gaan gedragen één uitgezonderd hele leven bestaat geven nemen democratisch land vraagt bestuurders bereid water wijn CDA sociaal maatschappelijke roots behouden kabinetsformatie mogelijk zo'n punt opgeschoven rechts Pieter Omtzigt plaats moest maken Wopke Hoekstra steeds duidelijker maakt VVD onterecht leunt CDA trouwe bondgenoot frustreert formatie steeds verdere verlies kiezers CDA geeft ontwikkeling goed Binnen CDA moeten terugkijken jaren partij floreerde welke koers gevaren sociale sfeer verpest uiterst moeilijk straks mogelijk minderheidskabinet steun,-0.7860297392090267,-0.7860297392090267,NEG,NEG
12773,2021,AD/Algemeen Dagblad,Geen 'blauwe muur van stilte' in proces rond George Floyd,emotionele eerste procesweek waarin getuigen opriep arrestatie George Floyd eigen ogen hadden gezien soms hadden gefilmd beurt experts eerste instantie vooral politiemensen Derek Chauvins handelwijze geboeide grond gedrukte lucht happende verdachte becommentarieerden Niemand goed woord Terwijl verleden rangen vaak gesloten bleven wanneer Amerikaanse politiemensen matje werden geroepen extreem geweld lijkt blauwe muur stilte rond zaak staan genoemd politiemensen bedenkingen zaak collega willen verergeren daarom liever zwijgen Agent Johnny Mercil politiemensen traint toepassen geweld hand beelden arrestatie gevraagd Chauvin handelwijze deugde zeggen antwoordde Zeer uitgesproken hoogste politiechef Minneapolis Medaria Arradondo bijna 20 korps zit Chauvin ontslagen destijds moord gekwalificeer,emotionele eerste procesweek waarin getuigen opriep arrestatie George Floyd eigen ogen hadden gezien soms hadden gefilmd beurt experts eerste instantie vooral politiemensen Derek Chauvins handelwijze geboeide grond gedrukte lucht happende verdachte becommentarieerden Niemand goed woord Terwijl verleden rangen vaak gesloten bleven wanneer Amerikaanse politiemensen matje werden geroepen extreem geweld lijkt blauwe muur stilte rond zaak staan genoemd politiemensen bedenkingen zaak collega willen verergeren daarom liever zwijgen Agent Johnny Mercil politiemensen traint toepassen geweld hand beelden arrestatie gevraagd Chauvin handelwijze deugde zeggen antwoordde Zeer uitgesproken hoogste politiechef Minneapolis Medaria Arradondo bijna 20 korps zit Chauvin ontslagen destijds moord gekwalificeer,-0.4500551730113553,-0.4500551730113553,NEG,NEG
26907,2021,AD/Algemeen Dagblad,Wietexperiment uitgesteld,start wietexperiment tien steden onbepaalde tijd uitgesteld proef legale levering inkoop verkoop cannabis najaar beginnen onzekerheden,start wietexperiment tien steden onbepaalde tijd uitgesteld proef legale levering inkoop verkoop cannabis najaar beginnen onzekerheden,-0.6281563401876862,-0.6281563401876862,NEG,NEG
18482,2021,AD/Algemeen Dagblad,moord peter r. de vries vii Voor gebruikers moet dit toch ook een signaal zijn?,Druggebruikers genoeg Hoeveel mensen moeten neergeschoten vermoord jullie drugsgebruik stand houden Hoeveel geld uitgetrokken drugscriminaliteit gaan Begrijpen jullie gebruik handel stand blijft zolang geld mee gemoeid blijven gebruik stoppen zodat handel komt einde criminele activiteiten,Druggebruikers genoeg Hoeveel mensen moeten neergeschoten vermoord jullie drugsgebruik stand houden Hoeveel geld uitgetrokken drugscriminaliteit gaan Begrijpen jullie gebruik handel stand blijft zolang geld mee gemoeid blijven gebruik stoppen zodat handel komt einde criminele activiteiten,-0.6589144562710235,-0.6589144562710235,NEG,NEG
15075,2021,AD/Algemeen Dagblad,In 40 minuten vertelt Pieter de undercovers wat hij weet,29 december 2020 17.40 uur donker Lambertus Hortensiuslaan Naarden twee undercoveragenten stappen busje lopen auto naast hen staat geparkeerd twee duidelijke opdracht meegekregen kom contact 21-jarige Pieter raak praat vraag betrokkenheid aanslagen gepleegd woningen Breda Hedel Tiel Kerkdriel belangrijkste opdracht achterhaal opdrachtgever aanslagen geweld stoppen Koste kost Daarom Openbaar Ministerie akkoord gegaan bijzondere opsporingsmiddel zelden ingezet undercoveractie mei 2019 fruithandel Groot Hedel tussen lading bananen 400 kilo cocaïne gevonden staat leven fruithandelaar William Groot kop meldt vondst drugs politie beslag neemt Maandenlang ontvangt Groot tientallen bedreigende sms'jes waarin medegedeeld miljoenen betalen vanwege verloren handel Doet willekeurige medewerker geliqui,29 december 2020 17.40 uur donker Lambertus Hortensiuslaan Naarden twee undercoveragenten stappen busje lopen auto naast hen staat geparkeerd twee duidelijke opdracht meegekregen kom contact 21-jarige Pieter raak praat vraag betrokkenheid aanslagen gepleegd woningen Breda Hedel Tiel Kerkdriel mei 2019 fruithandel Groot Hedel tussen lading bananen 400 kilo cocaïne gevonden staat leven fruithandelaar William Groot kop meldt vondst drugs politie beslag neemt Maandenlang ontvangt Groot tientallen bedreigende sms'jes waarin medegedeeld miljoenen betalen vanwege verloren handel Doet willekeurige medewerker geliquideerd blijft dreigen twee undercoveragenten spreken Pieter Vanaf moment lopen verhalen uiteen politie beweert Pieter vrijwillig meegelopen achter busje gestapt advocaat Pieter spreekt d,-0.8024755311299528,-0.8532528552595472,NEG,NEG
3314,2021,AD/Algemeen Dagblad,'Plegers voetbalgeweld moeten schade betalen',Voetbalhooligans schade veroorzaken moeten opdraaien kosten Demissionair minister Ferd Grapperhaus Justitie Veiligheid afspraken maken voetbalclubs Lik stuk zei Grapperhaus tijdens Vragenuur Tweede Kamer vragen PvdA minister noemt voorbeeld avondklokrellen waarbij relschoppers werden veroordeeld betalen hoge schadevergoedingen bijvoorbeeld winkels schade opliepen plan kijkt wetsvoorstel mogelijk maakt schade vuurwerk drugs verhalen daders voorstel recent Eerste Kamer aangenomen Grapperhaus elke wedstrijd bekeken veiligheidsvoorschriften orde gevolgen politie-inzet wedstrijden,Voetbalhooligans schade veroorzaken moeten opdraaien kosten Demissionair minister Ferd Grapperhaus Justitie Veiligheid afspraken maken voetbalclubs Lik stuk zei Grapperhaus tijdens Vragenuur Tweede Kamer vragen PvdA minister noemt voorbeeld avondklokrellen waarbij relschoppers werden veroordeeld betalen hoge schadevergoedingen bijvoorbeeld winkels schade opliepen plan kijkt wetsvoorstel mogelijk maakt schade vuurwerk drugs verhalen daders voorstel recent Eerste Kamer aangenomen Grapperhaus elke wedstrijd bekeken veiligheidsvoorschriften orde gevolgen politie-inzet wedstrijden,-0.4393878915073534,-0.4393878915073534,NEG,NEG
1150,2021,AD/Algemeen Dagblad,"'Beroepscrimineel pur sang' zestien jaar cel in, eist justitie",Justitie ziet Martien R 50 onbetwiste leider familie jarenlang dagelijkse basis weer handel drugs wapens beroepscrimineel pur sang noemde officier justitie gisteren rechtbank Den Bosch rechterhand Arnold M eiste twaalf cel zoon Anton neef Toon tien acht maanden Bart H schoonzoon Martien R gaat justitie ligt tien cel totaal eiste justitie 115 cel veertien verdachten stevige strafeisen plus aankondiging ontnemingsprocedure hoopt Openbaar Ministerie korte metten maken woonwagenfamilie Oss 76-jarige Martien P oom Martien kende justitie pardon vier cel moeten Jan-Hein Kuijpers advocaat Martien R noemt strafeis zestien regelrechte flauwekul dossier echt draagvlak anders verwacht nooit zo'n abominale aanpak gezien zaak rechtbank september strafvonnis overneemt volgt zeker hoger beroep garandeert ,Justitie ziet Martien R 50 onbetwiste leider familie jarenlang dagelijkse basis weer handel drugs wapens beroepscrimineel pur sang noemde officier justitie gisteren rechtbank Den Bosch rechterhand Arnold M eiste twaalf cel zoon Anton neef Toon tien acht maanden Bart H schoonzoon Martien R gaat justitie ligt tien cel totaal eiste justitie 115 cel veertien verdachten stevige strafeisen plus aankondiging ontnemingsprocedure hoopt Openbaar Ministerie korte metten maken woonwagenfamilie Oss 76-jarige Martien P oom Martien kende justitie pardon vier cel moeten advocaat rechtbank aanwezig 21 mei maakte Martien R duidelijk advocaat zittingen komen geloof eerlijk proces één volgden alle verdachten voorbeeld Typerend stelde officier justitie Zelfs rechtbank denkt familie spelregels bepalen Advocaat ,-0.9010046912827474,0.5606453888279916,NEG,POS
14676,2022,AD/Algemeen Dagblad,Holleeder gaat weer in beroep,Volgens hof Holleeder gewetenloos beschikt leven dood Vele echtgenotes partners kinderen leed verdriet toegebracht leed onherstelbaar gemis blijft Verdachte verschrikkelijke keuzes gemaakt bezittingen af nemen voorkomen slachtoffers politie zouden praten opvallend drie slachtoffers bevriend dood moeten bekopen aldus hof raadsheren oordelen Holleeder achter liquidaties zit bloedgabber Cor Hout vastgoedbaas Willem Endstra 2004 criminelen Kees Houtman 2005 John Mieremet 2005 kroegbaas Thomas Bijl 2006 dood Robert ter Haak 2003 aanslag Cor Hout Holleeder geweten rechtbank legde Holleeder 2019 levenslange gevangenisstraf Openbaar Ministerie eiste hoger beroep gerechtshof oordeelt Holleeder nooit vrij mag komen hof schreef 500 pagina's waarom Holleeder schuldig Tijdens uitspraak maakten daarvan ,Volgens hof Holleeder gewetenloos beschikt leven dood Vele echtgenotes partners kinderen leed verdriet toegebracht leed onherstelbaar gemis blijft Verdachte verschrikkelijke keuzes gemaakt bezittingen af nemen voorkomen slachtoffers politie zouden praten opvallend drie slachtoffers bevriend dood moeten bekopen aldus hof raadsheren oordelen Holleeder achter liquidaties zit bloedgabber Cor Hout vastgoedbaas Willem Endstra 2004 criminelen Kees Houtman 2005 John Mieremet 2005 kroegbaas Thomas Bijl 2006 dood Robert ter Haak 2003 aanslag Cor Hout Holleeder geweten Holleeder zichtbaar zenuwachtig spannend moment zegt raadsheer voordat ingaat bewijs Zeker reageert Holleeder daarop zit rustig gevouwen handen tafel naarmate uitspraak volgt ene uitlokking moord bewezen steeds zenuwachtiger krabt hoof,-0.7324324544657911,-0.6451871613413973,NEG,NEG
3137,2022,AD/Algemeen Dagblad,"'O, shit, mensen luisteren naar me'",appartement Amsterdam-Oost laat Sahil Amar Aïssa rood-paars notitieboekje zien molboekje alle aantekeningen spel Mol geregeld liet rondslingeren tijdens opnamen tegenspelers hadden geschreven Riffijns taal ouders 22ste seizoen spelprogramma stelt groter publiek 29-jarige Aïssa maatschappelijk geëngageerde programmamaker BNNVara Spuiten Slikken Racisme Kennistest Make Holland Great naast presentator acteur columnist keek laatst 2010 denk weinige programma's Nederlandse televisie echt spannend vond vond iedereen lief elkaar afgehaakt achterhoofd enige voordeel bekendheid keer mee mag Mol Nee dacht juiste Pas maanden later vliegtuig stapte opnamen Glen Everon Fresia Welmoed zag medekandidaten red dacht gaan knallen eerste BNNVara-programma ontwikkeld portretteer nieuwe Nederlanders problemen ,appartement Amsterdam-Oost laat Sahil Amar Aïssa rood-paars notitieboekje zien molboekje alle aantekeningen spel Mol geregeld liet rondslingeren tijdens opnamen tegenspelers hadden geschreven Riffijns taal ouders 22ste seizoen spelprogramma stelt groter publiek 29-jarige Aïssa maatschappelijk geëngageerde programmamaker BNNVara Spuiten Slikken Racisme Kennistest Make Holland Great naast presentator acteur columnist eerste BNNVara-programma ontwikkeld portretteer nieuwe Nederlanders problemen eigen land ontvlucht Denk drugsgeweld Colombia onderdrukking Belarus China laten zien Nederland spel meespeelt wereld kijkers bewust maken stem Aïssa gaat verder opsomming nieuwe projecten loopt halverwege weg duikt slaapkamer komt terug rode muppet mr Schmoopy speelt hoofdrol webserie maat ga maken be,-0.5026485247127065,-0.32894119724253335,NEG,NEG
16003,2022,AD/Algemeen Dagblad,Kan spreekrecht nog iets losmaken?,Neem gisteren zesde dag proces geweld boulevard El Arenal Mallorca juli 2021 waarbij meerdere gewonden één dode vielen persoonlijke omstandigheden werden besproken vijf verdachten Carlo's dood betrokken terechtstaan ander geweld tijdens alcohol coronaregels totaal hand gelopen nacht zat Lukas O 19 weer zaak doorverkopen gekraakte accounts Bol.com Zalando betrokken blijkt even terzijde Lukas spijt dood Carlo speelt rol leven concludeert reclassering Lukas maakte daarna hakkelend geforceerd mompelend leed nabestaanden ergste echt beter reclassering Aardige mevrouw hoor totaal verkeerd begrepen Eigenlijk begrijpt iedereen Lukas verkeerd neem Stan F 19 bleek zomer forse boete 250 euro gekregen wangedrag straat groot onbegrip rechters weer alcohol spel dom zei Stan woorden mond gesleurd moesten,Neem gisteren zesde dag proces geweld boulevard El Arenal Mallorca juli 2021 waarbij meerdere gewonden één dode vielen persoonlijke omstandigheden werden besproken vijf verdachten Carlo's dood betrokken terechtstaan ander geweld tijdens alcohol coronaregels totaal hand gelopen nacht zat Lukas O 19 weer zaak doorverkopen gekraakte accounts Bol.com Zalando betrokken blijkt even terzijde Lukas spijt dood Carlo speelt rol leven concludeert reclassering Lukas maakte daarna hakkelend geforceerd mompelend leed nabestaanden ergste echt beter reclassering Aardige mevrouw hoor totaal verkeerd begrepen Eigenlijk begrijpt iedereen Lukas verkeerd nou terechtstaan Carlo's dood anders blijft pijnlijk zien moeizaam meeste verdachten vergaat enige overleden slachtoffer zeggen twee grootste verdachten Carlo,-0.8155480575811844,-0.7141291305007227,NEG,NEG
7916,2022,AD/Algemeen Dagblad,Burgers Qatar moeten dienst doen als beveiliger,"Qatar honderden burgers diplomaten buitenland moeten terugkeren opgeroepen verplichte militaire dienst waarin beveiliger moeten optreden tijdens WK voetbal vanaf 20 november inzet dienstplichtigen aantal normaal gesproken uitstel krijgen geeft hoog nood golfstaatje huisvesten grootste sporttoernooien ter wereld documenten blijkt getraind wachtrijen stadions begeleiden fans fouilleren smokkelwaar sporen alcohol drugs wapens Qatar telt slechts 2,8 miljoen inwoners amper 380.000 Qatarese nationaliteit overeenkomst gesloten Turkije inzet 3000 politieagenten land betreffende burgers moesten begin september melden militair kamp ten noorden Doha kregen horen patriottische plicht mee helpen","Qatar honderden burgers diplomaten buitenland moeten terugkeren opgeroepen verplichte militaire dienst waarin beveiliger moeten optreden tijdens WK voetbal vanaf 20 november inzet dienstplichtigen aantal normaal gesproken uitstel krijgen geeft hoog nood golfstaatje huisvesten grootste sporttoernooien ter wereld documenten blijkt getraind wachtrijen stadions begeleiden fans fouilleren smokkelwaar sporen alcohol drugs wapens Qatar telt slechts 2,8 miljoen inwoners amper 380.000 Qatarese nationaliteit overeenkomst gesloten Turkije inzet 3000 politieagenten land betreffende burgers moesten begin september melden militair kamp ten noorden Doha kregen horen patriottische plicht mee helpen",-0.05225350871896011,-0.05225074113807142,NEU,NEU
4164,2022,AD/Algemeen Dagblad,[Coldeweijer zegt in de betreffende video dat ze ho...]*,Coldeweijer zegt betreffende video honderden privéberichten gehad vooral staan vermeende vreemdgaan drugsgebruik Munk zit inmiddels veertig vak sta bekend perfectionist professional zegt Munk hierover doet heel pijn beschuldigingen geuit vooral weerslag hele gezin familie kinderen zanger ontvangen volgens inmiddels beledigingen ernstige verwensingen Metoo-beschuldiging vind vreselijk herken absoluut meent onjuist behandeld hoop diegene melding doet juiste instanties zodat professionele wijze onderzocht zanger doorgaan werkzaamheden artiest advocaat bekijken momenteel zinvol wenselijk juridische stappen ondernemen,Coldeweijer zegt betreffende video honderden privéberichten gehad vooral staan vermeende vreemdgaan drugsgebruik Munk zit inmiddels veertig vak sta bekend perfectionist professional zegt Munk hierover doet heel pijn beschuldigingen geuit vooral weerslag hele gezin familie kinderen zanger ontvangen volgens inmiddels beledigingen ernstige verwensingen Metoo-beschuldiging vind vreselijk herken absoluut meent onjuist behandeld hoop diegene melding doet juiste instanties zodat professionele wijze onderzocht zanger doorgaan werkzaamheden artiest advocaat bekijken momenteel zinvol wenselijk juridische stappen ondernemen,-0.9873125197800484,-0.9873126925739615,NEG,NEG
15873,2022,AD/Algemeen Dagblad,Justitie is nog altijd bang voor uitbraak Taghi,Meteen nadat neef advocaat Youssef T maart 2021 vertrouwelijk toegang Ridouan Taghi Extra Beveiligde Inrichting EBI Vught beraamden volgens justitie gewelddadige bevrijdingspoging acties vier leidinggevenden drugshandel uitbraakpoging neven Plan Bios genoemd wilden Ridouan Taghi neef zwaarbewapende Navy seals inzetten communicatie elektriciteit rond EBI platleggen wegen behulp 1500 liter olie spekglad maken achtervolging bemoeilijken plan moest lukken Ridouan Taghi vreesde anders doodgaat nooit daglicht ziet laten slagen moesten bevrijders warmtecamera's inzetten trits vluchtauto's fietsen ervoor zorgen politie weten welke auto Ridouan Taghi zitten wilde snel mogelijk veilig overstappen bevrijders moesten uitkijken camera's langs weg waarschijnlijk Automatic Number Plate Recognition-camera,Meteen nadat neef advocaat Youssef T maart 2021 vertrouwelijk toegang Ridouan Taghi Extra Beveiligde Inrichting EBI Vught beraamden volgens justitie gewelddadige bevrijdingspoging acties vier leidinggevenden drugshandel uitbraakpoging neven Plan Bios genoemd wilden Ridouan Taghi neef zwaarbewapende Navy seals inzetten communicatie elektriciteit rond EBI platleggen wegen behulp 1500 liter olie spekglad maken achtervolging bemoeilijken plan moest lukken Ridouan Taghi vreesde anders doodgaat nooit daglicht ziet laatste bleek uiteindelijk afgeluisterde opgenomen laatste besprekingen verwijzen documentaire EBI YouTube stond Daarin cel Ridouan Taghi kenmerken gebouwen zien vier leidinggevenden EBI mogelijk wilden laten gijzelen communicatie hadden neven volgens justitie zeer concreet vier EBI-me,-0.6420921616275936,-0.8088878853668896,NEG,NEG
20992,2022,AD/Algemeen Dagblad,Politie pakt mannen uit Nederland op na grote drugsvangst,Drie mannen Nederland Duitsland opgepakt betrokken zouden smokkel ruim 1000 kilo cocaïne gaat Nederlander twee Marokkanen Nederland wonen 45 26 22 oud drugs werden vorige maand onderschept grootste drugsvangst ooit deelstaat Beieren meldt douane drugs zaten verstopt tussen medicijnen zeecontainer Duitse media schatten straatwaarde lading ongeveer 100 miljoen euro,Drie mannen Nederland Duitsland opgepakt betrokken zouden smokkel ruim 1000 kilo cocaïne gaat Nederlander twee Marokkanen Nederland wonen 45 26 22 oud drugs werden vorige maand onderschept grootste drugsvangst ooit deelstaat Beieren meldt douane drugs zaten verstopt tussen medicijnen zeecontainer Duitse media schatten straatwaarde lading ongeveer 100 miljoen euro,-0.699071484783377,-0.699071484783377,NEG,NEG
5843,2022,AD/Algemeen Dagblad,"Al is hier genoeg mis, het gaat best goed in dit vrije land",FIFA 2010 WK voetbal ní­ét Qatar toegekend logische redenen hoge temperatuur verrichten zware lichamelijke arbeid zoals achter bal aanrennen bouwen stadions ernstig gebrek natuurlijk groeiend gras enorme zandbak woestijnstaat eenmaal kromme discussie aantal doden eerder onmenselijke werkomstandigheden arbeidsvoorwaarden rondom bouw infrastructuur derde argument samen vatten mensenrechtenschendingen opvallend discussie gevoerd rondom Formule 1 Saoedi-Arabië vrouwen homo's politiek andersdenkenden onderdrukt buitengesloten vervolgd zelfs vermoord opdracht stinkend rijke sjeiks autosportcircus land binnengehaald Nederland wedstrijden gelukkig probleemloos aanmelden behalve hoge inflatie staatsontvoeringen toeslagenaffaire opkomst extreemrechts hooligans #Metoo personeelsgebrek zorg horeca bou,FIFA 2010 WK voetbal ní­ét Qatar toegekend logische redenen hoge temperatuur verrichten zware lichamelijke arbeid zoals achter bal aanrennen bouwen stadions ernstig gebrek natuurlijk groeiend gras enorme zandbak woestijnstaat eenmaal kromme discussie aantal doden eerder onmenselijke werkomstandigheden arbeidsvoorwaarden rondom bouw infrastructuur derde argument samen vatten mensenrechtenschendingen opvallend discussie gevoerd rondom Formule 1 Saoedi-Arabië vrouwen homo's politiek andersdenkenden onderdrukt buitengesloten vervolgd zelfs vermoord opdracht stinkend rijke sjeiks autosportcircus land binnengehaald Nederland wedstrijden gelukkig probleemloos aanmelden behalve hoge inflatie staatsontvoeringen toeslagenaffaire opkomst extreemrechts hooligans #Metoo personeelsgebrek zorg horeca bou,-0.8990179710066416,-0.8990181270215479,NEG,NEG
